VAL_TOT_observado,pred_lm,pred_arvore,ic_lm_lwr,ic_lm_upr,ic_arvore_lwr,ic_arvore_upr,residuo_lm,residuo_arvore
612.43,614.4905102967369,607.4491891891887,607.415516521943,621.5655040715309,19.205763087361447,1195.692615291016,-2.060510296736993,4.980810810811249
638.03,639.8763308745749,607.4491891891887,632.8719160892445,646.8807456599054,19.205763087361447,1195.692615291016,-1.84633087457496,30.580810810811272
632.24,634.1347722360716,607.4491891891887,627.1158946962674,641.1536497758758,19.205763087361447,1195.692615291016,-1.894772236071617,24.79081081081131
598.42,600.5977233320685,607.4491891891887,593.4769452705455,607.7185013935916,19.205763087361447,1195.692615291016,-2.177723332068581,-9.029189189188742
1170.98,1169.0722129094474,1152.7545454545452,1160.6130982354584,1177.5313275834365,564.511119352718,1740.9979715563725,1.9077870905525742,18.225454545454795
625.02,626.9751775262283,607.4491891891887,619.9370307000411,634.0133243524156,19.205763087361447,1195.692615291016,-1.95517752622834,17.57081081081128
606.42,608.530792262643,607.4491891891887,601.4367697892645,615.6248147360214,19.205763087361447,1195.692615291016,-2.110792262643031,-1.0291891891887417
590.42,592.6646544014942,607.4491891891887,585.5155088002036,599.8138000027848,19.205763087361447,1195.692615291016,-2.2446544014942447,-17.02918918918874
708.5,710.707946752811,723.5862637362636,703.95341422509,717.4624792805321,135.34283763443636,1311.8296898380909,-2.20794675281104,-15.086263736263618
1150.42,1149.1540565686525,1152.7545454545452,1141.3311674338074,1156.9769457034977,564.511119352718,1740.9979715563725,1.265943431347523,-2.3345454545451503
911.07,911.5831684111168,941.7831250000002,904.8706205571721,918.2957162650616,353.5396988981729,1530.0265511018274,-0.5131684111167942,-30.713125000000105
598.42,600.5977233320685,607.4491891891887,593.4769452705455,607.7185013935916,19.205763087361447,1195.692615291016,-2.177723332068581,-9.029189189188742
614.42,616.4638611932173,607.4491891891887,609.3949640527546,623.53275833368,19.205763087361447,1195.692615291016,-2.043861193217367,6.970810810811258
773.3599999999999,774.0741081714033,723.5862637362636,767.1478211323209,781.0003952104856,135.34283763443636,1311.8296898380909,-0.7141081714033817,49.77373626373628
